artist,album,track,listen_date,genre
The Supremes,X-mas,Silver Bells,"24 Dec 2018, 00:53","soul,motown,60s,female vocalists,oldies,pop,rhythm and blues,american,rnb,Girl Groups"
Charles Brown,This Christmas - Songs From The Motion Picture,Merry Christmas Baby,"24 Dec 2018, 00:49","blues,jazz,rhythm and blues,soul,oldies,piano,piano blues,christmas,rnb,Charles Brown"
Bing Crosby,Now That's What I Call Christmas!,Peace On Earth / The Little Drummer Boy,"24 Dec 2018, 00:46","jazz,swing,oldies,christmas,crooners,male vocalists,american,40s,bing crosby,jazz vocal"
Frank Sinatra,Christmas Hits,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"24 Dec 2018, 00:43","jazz,swing,oldies,vocal jazz,easy listening,male vocalists,american,frank sinatra,Big Band,pop"
Mediæval Bæbes,Mistletoe & Wine,There Is No Rose of Swych Vertu,"24 Dec 2018, 00:41","medieval,folk,female vocalists,celtic,ethereal,new age,Gothic,Classical,choral,british"
Il Divo,The Classic Christmas Album,O Holy Night,"24 Dec 2018, 00:37","Classical,pop opera,Il Divo,opera,pop,male vocalists,italian,contemporary classical,vocal,classical crossover"
Chris Brown,This Christmas - Songs From The Motion Picture,This Christmas,"24 Dec 2018, 00:28","rnb,Hip-Hop,Chris Brown,rap,hip hop,pop,r&b,male vocalists,dance,american"
Jessica Simpson,Rejoyce The Christmas Album,"Baby, It's Cold Outside","24 Dec 2018, 00:25","pop,female vocalists,dance,Jessica Simpson,female,country,Officially Shit,rnb,american,teen pop"
Mariah Carey,Merry Christmas,O Holy Night,"24 Dec 2018, 00:20","pop,rnb,female vocalists,soul,Mariah Carey,Hip-Hop,90s,female,diva,american"
Mediæval Bæbes,Mistletoe & Wine,Quan Vey La Lauzeta,"24 Dec 2018, 00:17","medieval,folk,female vocalists,celtic,ethereal,new age,Gothic,Classical,choral,british"
Burl Ives,Now That's What I Call Christmas!,A Holly Jolly Christmas - Single Version,"24 Dec 2018, 00:15","folk,oldies,christmas,male vocalists,golden oldies,country,50s,burl ives,60s,american"
José Feliciano,Feliz Navidad,Feliz Navidad,"24 Dec 2018, 00:12","latin,folk,singer-songwriter,pop,jazz,soft rock,acoustic,puerto rico,soul,Puerto Rican"
Nat King Cole,"Christmas with Nat, Dean and Bing",O Holy Night,"24 Dec 2018, 00:09","jazz,swing,blues,oldies,jazz vocal,vocal jazz,male vocalists,nat king cole,easy listening,american"
Il Divo,The Classic Christmas Album,Panis Angelicus,"24 Dec 2018, 00:05","Classical,pop opera,Il Divo,opera,pop,male vocalists,italian,contemporary classical,vocal,classical crossover"
Four Tops,Christmas Here With You,This Christmas,"24 Dec 2018, 00:00","soul,motown,60s,oldies,rhythm and blues,rnb,pop,the four tops,american,funk"
Gene Autry,Christmas With Willie Nelson,Here Comes Santa Claus,"23 Dec 2018, 23:59","country,classic country,christmas,oldies,male vocalists,30s,american,40s,western swing,50s"
The Supremes,X-mas,Silver Bells,"23 Dec 2018, 23:54","soul,motown,60s,female vocalists,oldies,pop,rhythm and blues,american,rnb,Girl Groups"
Darlene Love,Christmas Hits,Christmas (Baby Please Come Home),"23 Dec 2018, 23:51","soul,pop,female vocalists,60s,christmas,phil spector,oldies,american,Girl Groups,female vocalist"
Il Divo,The Classic Christmas Album,Silent Night,"23 Dec 2018, 23:48","Classical,pop opera,Il Divo,opera,pop,male vocalists,italian,contemporary classical,vocal,classical crossover"
Vince Guaraldi Trio,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],Linus and Lucy,"23 Dec 2018, 23:44","jazz,piano,instrumental,jazz piano,christmas,Soundtrack,peanuts,cool jazz,jazz trio,Classical"
Nat King Cole,"Christmas with Nat, Dean and Bing",O Holy Night,"23 Dec 2018, 23:42","jazz,swing,blues,oldies,jazz vocal,vocal jazz,male vocalists,nat king cole,easy listening,american"
Say Anything,Is A Real Boy,I Want to Know Your Plans,"23 Dec 2018, 18:53","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Fall Out Boy,From Under the Cork Tree,"A Little Less Sixteen Candles, a Little More ""Touch Me""","23 Dec 2018, 18:50","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
The Hotelier,"Home, Like Noplace Is There",Housebroken,"23 Dec 2018, 18:45","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Death Cab for Cutie,Transatlanticism,A Lack of Color,"23 Dec 2018, 18:42","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Death Cab for Cutie,Narrow Stairs,Grapevine Fires,"23 Dec 2018, 18:38","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Death Cab for Cutie,Plans,I Will Follow You Into The Dark,"23 Dec 2018, 18:34","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
The Hotelier,"Home, Like Noplace Is There",An Introduction to the Album,"23 Dec 2018, 18:28","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Pinegrove,Cardinal,Old Friends,"23 Dec 2018, 17:37","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
The National,Sleep Well Beast,Carin at the Liquor Store,"23 Dec 2018, 17:34","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The Hotelier,Goodness,Two Deliverances,"23 Dec 2018, 17:30","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Japanese Breakfast,Soft Sounds From Another Planet,This House,"23 Dec 2018, 17:24","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Soccer Mommy,Clean,Scorpio Rising,"22 Dec 2018, 14:49","seen live,singer-songwriter,Lo-Fi,indie,indie pop,alternative,female vocalists,USA,female vocalist,pop"
Mr Twin Sister,Power of Two / Echo Arms,Echo Arms,"22 Dec 2018, 00:11","dream pop,indie pop,indie,chillwave,lounge,art pop,seen live,psychedelic pop,pop,female vocalists"
San Holo,album1,go back in time,"21 Dec 2018, 22:11","electronic,trap,future bass,seen live,dutch,dubstep,breakbeat,beats,future,10s"
San Holo,album1,everything matters (when it comes to you),"21 Dec 2018, 22:05","electronic,trap,future bass,seen live,dutch,dubstep,breakbeat,beats,future,10s"
Mom Jeans.,Mom Jeans. on Audiotree Live,Vape Nation - Audiotree Live Version,"21 Dec 2018, 19:34","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Mom Jeans.,Mom Jeans. on Audiotree Live,Scott Pilgrim vs. My Gpa - Audiotree Live Version,"21 Dec 2018, 19:30","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Mom Jeans.,Mom Jeans. on Audiotree Live,Poor Boxer Shorts - Audiotree Live Version,"21 Dec 2018, 19:26","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Mom Jeans.,Mom Jeans. on Audiotree Live,Edward 40hands - Audiotree Live Version,"21 Dec 2018, 19:26","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Mom Jeans.,Mom Jeans. on Audiotree Live,"Season 9, Ep. 2-3 - Audiotree Live Version","21 Dec 2018, 19:22","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Los Campesinos!,"Hold On Now, Youngster... (Remastered Deluxe Edition)",The International Tweexcore Underground - Remastered,"21 Dec 2018, 19:18","indie pop,indie,seen live,british,indie rock,twee,pop,welsh,alternative,dance"
Mom Jeans.,Mom Jeans. on Audiotree Live,Shred Cruz - Audiotree Live Version,"21 Dec 2018, 19:14","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
The Regrettes,California Friends,California Friends,"21 Dec 2018, 19:10","seen live,punk,punk rock,female vocalists,rock,alternative,USA,american,pop punk,garage pop"
Swain,The Long Dark Blue,Never Clean My Room,"21 Dec 2018, 19:06","hardcore,seen live,punk,Grunge,hardcore punk,indie,alternative,dutch,netherlands,australian"
The Sonder Bombs,MODERN FEMALE ROCKSTAR,Twinkle Lights,"21 Dec 2018, 19:06","rock,punk"
Frog,Kind of Blah,Fucking,"21 Dec 2018, 19:02","rock,emo,new york,electro,House,Progressive House,Calming,under 2000 listeners,guitar pop,darkpsy"
Briana Marela,27: The Most Perfect Album,4th Amendment,"21 Dec 2018, 18:56","indie rock,female vocalists,USA,female vocalist,seen live,indie,pop,folk,experimental,indie pop"
Spud Cannon,Next Time Read the Fine Print,Thrum a Dum,"21 Dec 2018, 18:53","indie rock,power pop,quirky,diy"
Math the Band,The Album,Four to Six,"21 Dec 2018, 18:50","electronic,8-bit,seen live,mathpop,fun,punk,makes me want to dance,math rock,8bit,dance"
Squarehead,RESPECT,2025,"21 Dec 2018, 18:47","industrial,electronic,hardstyle,fixt music,tbm,seen live,techno,ebm,dark electro,dublin"
Chris Farren,The Way That I Love U Has Changed,The Way That I Love U Has Changed,"21 Dec 2018, 18:47","AOR,seen live,indie rock,power pop,singer-songwriter,melodic rock,yes baby,Dear Friend and Punk Celebrity,indie,pop"
Frankie Cosmos,Vessel,Jesse,"21 Dec 2018, 18:43","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Half Waif,Lavender,Lavender Burning,"21 Dec 2018, 18:39","indie,pop,indie pop,female vocalists,electronic,seen live,alternative,USA,experimental,synthpop"
Alvvays,Antisocialites,In Undertow,"21 Dec 2018, 17:14","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Kacey Musgraves,Golden Hour,Lonely Weekend,"21 Dec 2018, 14:39","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Golden Hour,"21 Dec 2018, 14:36","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Butterflies,"21 Dec 2018, 14:32","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Happy & Sad,"21 Dec 2018, 14:32","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Rainbow,"21 Dec 2018, 14:28","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Space Cowboy,"21 Dec 2018, 14:24","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Mother,"21 Dec 2018, 14:21","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,High Horse,"21 Dec 2018, 14:19","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Love Is a Wild Thing,"21 Dec 2018, 14:12","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Wonder Woman,"21 Dec 2018, 14:12","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,"Oh, What a World","21 Dec 2018, 14:08","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Velvet Elvis,"21 Dec 2018, 14:04","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Kacey Musgraves,Golden Hour,Slow Burn,"21 Dec 2018, 14:00","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
Cage the Elephant,Trouble,Trouble,"21 Dec 2018, 06:01","indie rock,alternative,rock,indie,punk rock,seen live,alternative rock,Garage Rock,american,punk"
Sufjan Stevens,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),"21 Dec 2018, 05:57","indie,folk,singer-songwriter,alternative,indie rock,seen live,indie pop,indie folk,rock,acoustic"
Kacey Musgraves,Golden Hour,Golden Hour,"21 Dec 2018, 05:53","country,female vocalists,singer-songwriter,contemporary country,seen live,pop,american,country pop,texas country,Female country"
The 1975,A Brief Inquiry Into Online Relationships,Sincerity Is Scary,"21 Dec 2018, 05:49","indie,indie rock,seen live,british,alternative,Manchester,rock,alternative rock,indie pop,pop"
The Mountain Goats,All Hail West Texas (Remastered),The Mess Inside,"21 Dec 2018, 05:46","indie,folk,Lo-Fi,seen live,singer-songwriter,indie rock,acoustic,indie folk,alternative,rock"
Hodera,First Things First,Best Intentions,"21 Dec 2018, 05:42","alternative,indie,indie rock,seen live,americana,Alt-country,folk rock,new jersey"
Bon Iver,Calgary,I Can't Make You Love Me / Nick of Time,"21 Dec 2018, 05:35","folk,indie,singer-songwriter,acoustic,Lo-Fi,seen live,indie folk,american,alternative,Alt-country"
Mitski,Two Slow Dancers,Two Slow Dancers,"21 Dec 2018, 05:31","seen live,indie rock,indie,dream pop,indie pop,female vocalists,rock,singer-songwriter,Garage Rock,art pop"
Half Waif,Lavender,Lavender Burning,"21 Dec 2018, 05:27","indie,pop,indie pop,female vocalists,electronic,seen live,alternative,USA,experimental,synthpop"
Soccer Mommy,Clean,Skin,"21 Dec 2018, 04:11","seen live,singer-songwriter,Lo-Fi,indie,indie pop,alternative,female vocalists,USA,female vocalist,pop"
Soccer Mommy,Clean,Last Girl,"21 Dec 2018, 04:07","seen live,singer-songwriter,Lo-Fi,indie,indie pop,alternative,female vocalists,USA,female vocalist,pop"
Soccer Mommy,Clean,Blossom (Wasting All My Time),"21 Dec 2018, 04:04","seen live,singer-songwriter,Lo-Fi,indie,indie pop,alternative,female vocalists,USA,female vocalist,pop"
She & Him,Christmas Party,Christmas Don't Be Late,"21 Dec 2018, 02:09","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,The Man with the Bag,"21 Dec 2018, 02:07","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,A Marshmallow World,"21 Dec 2018, 02:05","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,The Coldest Night of the Year,"21 Dec 2018, 02:01","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,Winter Wonderland,"21 Dec 2018, 01:58","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,Run Run Rudolph,"21 Dec 2018, 01:56","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,Christmas Memories,"21 Dec 2018, 01:53","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,Mele Kalikimaka,"21 Dec 2018, 01:50","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,Happy Holiday,"21 Dec 2018, 01:48","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,Must Be Santa,"21 Dec 2018, 01:46","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,Let It Snow,"21 Dec 2018, 01:43","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,Christmas Party,All I Want for Christmas Is You,"21 Dec 2018, 01:39","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,The Christmas Song,"21 Dec 2018, 01:35","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Little Saint Nick,"21 Dec 2018, 01:33","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Blue Christmas,"21 Dec 2018, 01:30","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,"Baby, It's Cold Outside","21 Dec 2018, 01:27","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Silver Bells,"21 Dec 2018, 01:25","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Rockin' Around the Christmas Tree,"21 Dec 2018, 01:23","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Sleigh Ride,"21 Dec 2018, 01:21","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Christmas Wish,"21 Dec 2018, 01:18","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,I'll Be Home for Christmas,"21 Dec 2018, 01:15","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Have Yourself a Merry Little Christmas,"21 Dec 2018, 01:12","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
She & Him,A Very She & Him Christmas,Christmas Day,"21 Dec 2018, 01:08","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
