artist,album,track,listen_date,genre
TTNG,Animals,Panda,"13 Jun 2019, 20:18","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
TTNG,Animals,Baboon,"13 Jun 2019, 20:14","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
TTNG,Animals,Pig,"13 Jun 2019, 20:11","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
Prince Daddy & The Hyena,NOW That's What I Call Music Vol. 420,Thrashville 1/3,"13 Jun 2019, 19:51","emo,punk,indie,Grunge,Surf,indie rock,power pop,Lo-Fi,Garage Rock,garage"
Prince Daddy & The Hyena,Adult Summers,***HIDDEN TRACK***,"13 Jun 2019, 19:35","emo,punk,indie,Grunge,Surf,indie rock,power pop,Lo-Fi,Garage Rock,garage"
Prince Daddy & The Hyena,I Thought You Didn't Even Like Leaving,Really?,"13 Jun 2019, 19:31","emo,punk,indie,Grunge,Surf,indie rock,power pop,Lo-Fi,Garage Rock,garage"
Aaron West & The Roaring Twenties,We Don't Have Each Other,Our Apartment,"13 Jun 2019, 19:28","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Routine Maintenance,"13 Jun 2019, 19:24","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Winter Coats,"13 Jun 2019, 19:21","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,God & the Billboards,"13 Jun 2019, 19:16","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Runnin' Toward the Light,"13 Jun 2019, 19:13","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Wildflower Honey,"13 Jun 2019, 19:11","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Rosa & Reseda,"13 Jun 2019, 19:07","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Bury Me Anywhere Else,"13 Jun 2019, 19:04","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Bloodied Up in a Bar Fight,"13 Jun 2019, 19:00","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Just Sign the Papers,"13 Jun 2019, 18:01","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Routine Maintenance,Lead Paint & Salt Air,"13 Jun 2019, 17:57","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Bittersweet,"Green Like The G Train, Green Like Sea Foam","13 Jun 2019, 17:53","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Bittersweet,"Goodbye, Carolina Blues","13 Jun 2019, 17:49","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,Bittersweet,"67, Cherry Red","13 Jun 2019, 17:46","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,You Ain't No Saint,You Ain't No Saint,"13 Jun 2019, 17:41","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Aaron West & The Roaring Twenties,We Don't Have Each Other,Our Apartment,"13 Jun 2019, 17:37","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
The Wonder Years,No Closer To Heaven,I Don't Like Who I Was Then,"13 Jun 2019, 17:36","pop punk,melodic hardcore,seen live,punk,beardcore,melodic punk,Easycore,punk rock,hardcore,Pop-punk"
Dan Campbell,"Clear Eyes Fanzine: Season One, Episodes 1-6",Coming Up for Air,"13 Jun 2019, 17:34",
The Sonder Bombs,MODERN FEMALE ROCKSTAR,Atom,"13 Jun 2019, 17:29","rock,punk"
Japanese Breakfast,Head Over Heels,Head Over Heels,"13 Jun 2019, 17:25","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Copeland,Blushing,Lay Here,"13 Jun 2019, 17:21","indie,emo,indie rock,alternative,seen live,rock,acoustic,alternative rock,Copeland,indie pop"
Wilco,Being There (Deluxe Edition),Red-Eyed and Blue - 2017 Remaster,"13 Jun 2019, 17:18","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Jailbox,I Got Drunk & Thought About You,Angels in the Fog,"13 Jun 2019, 17:14","folk,indie pop,harmonies,under 2000 listeners"
Chad VanGaalen,Friendly Aliens / Monopoly Arp,Monopoly Arp,"13 Jun 2019, 17:10","indie,singer-songwriter,Canadian,indie rock,seen live,alternative,folk,experimental,Lo-Fi,rock"
Cottonwood Firing Squad,Sixteen,I'm Glad Yer Doin' Well.,"13 Jun 2019, 17:05","indie,folk,experimental,psychedelic"
Pablo Dylan,The Finest Somersault,Bells,"13 Jun 2019, 14:35","Hip-Hop,folk,singer-songwriter"
Bloc Party,Tulips,Tulips,"13 Jun 2019, 14:32","indie,indie rock,seen live,alternative,british,rock,alternative rock,britpop,post-punk,indie pop"
blink-182,blink-182,Feeling This,"13 Jun 2019, 05:05","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Weatherbox,Flies in All Directions,Bring Us the Head of Weatherbox,"13 Jun 2019, 04:45","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
The Rupert Selection,Baseball Practice,Mooncats in Taxicabs,"13 Jun 2019, 03:17","Progressive rock,USA,male vocal"
Cloud Gavin,Recycle and Create,Mountain,"13 Jun 2019, 03:11","indie,alternative,alternative rock,emo,indie rock,post-hardcore,post hardcore,emoposthardcoreshit"
Bryce Dessner,Music for Wood and Strings,Section 8,"13 Jun 2019, 03:07","seen live,contemporary classical,modern classical,Soundtrack,Classical,USA,minimal,american,minimalism,film score"
lanclier,Ballad of the Modern Age,Never Leave,"13 Jun 2019, 03:04",
3nd,World Tour,waltz for lilly,"13 Jun 2019, 02:59","post-rock,japanese,instrumental,math rock,Progressive rock,Progressive,japan,post rock,instrumental rock,Math-rock"
Yotam Perel,Eraser Dust,Particles,"13 Jun 2019, 02:55","acoustic,indie,covers,comedy,indie pop,indie rock,sad,other,guitar,fun"
Gulfer,Dog Bless,Fading,"13 Jun 2019, 02:53","seen live,emo,math rock,indie,Canadian,punk,indie rock,live,math,math pop"
Carly Rae Jepsen,Emotion,Run Away with Me,"12 Jun 2019, 13:51","pop,Canadian,female vocalists,folk,acoustic,dance,synthpop,Carly Rae Jepsen,canada,seen live"
The Pietasters,Oolooloo,Maggie Mae,"12 Jun 2019, 05:15","ska,seen live,reggae,ska punk,soul,punk,skacore,punk rock,ska-punk,rock"
Neck Deep,Rain in July,A Part of Me (ft. Laura Whiteside),"12 Jun 2019, 05:12","pop punk,punk rock,rock,hardcore,alternative rock,punk,seen live,melodic hardcore,british,Straight Edge"
Dismemberment Plan,The Dismemberment Plan is Terrified,The Ice of Boston,"12 Jun 2019, 05:07","indie rock,indie,post-punk,alternative,seen live,rock,post-hardcore,indie pop,math rock,alternative rock"
Japandroids,Celebration Rock,Younger Us,"12 Jun 2019, 05:04","noise rock,seen live,Garage Rock,indie,indie rock,Canadian,shoegaze,alternative rock,rock,alternative"
Pat The Bunny,"Probably Nothing, Possibly Everything",A glorious shipwreck,"12 Jun 2019, 05:00","punk,folk,punk rock,folk punk,singer-songwriter,Alternative Folk,5432fun,pat the bunny"
Bloc Party,Tulips,Tulips,"12 Jun 2019, 03:49","indie,indie rock,seen live,alternative,british,rock,alternative rock,britpop,post-punk,indie pop"
Neck Deep,Rain in July,A Part of Me (ft. Laura Whiteside),"12 Jun 2019, 01:22","pop punk,punk rock,rock,hardcore,alternative rock,punk,seen live,melodic hardcore,british,Straight Edge"
Japanese Breakfast,Soft Sounds From Another Planet,Boyish,"12 Jun 2019, 01:18","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Say Anything,Is A Real Boy,The Futile,"12 Jun 2019, 01:15","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
blink-182,California,She's out of Her Mind,"12 Jun 2019, 01:13","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Sorority Noise,You're Not As _____ As You Think,Disappeared,"12 Jun 2019, 01:10","emo,indie rock,punk,indie,seen live,rock,alternative rock,connecticut,Dope,indie punk"
Weatherbox,American Art,Trippin' the Life Fantastic,"12 Jun 2019, 01:04","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Modern Baseball,Sports,The Weekend,"12 Jun 2019, 01:00","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Fall Out Boy,From Under the Cork Tree,"Sugar, We're Goin Down","12 Jun 2019, 00:57","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
blink-182,blink-182,Easy Target,"12 Jun 2019, 00:52","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Cottonwood Firing Squad,Sixteen,I'm Glad Yer Doin' Well.,"12 Jun 2019, 00:00","indie,folk,experimental,psychedelic"
Pablo Dylan,The Finest Somersault,Bells,"11 Jun 2019, 23:57","Hip-Hop,folk,singer-songwriter"
Bloc Party,Tulips,Tulips,"11 Jun 2019, 23:53","indie,indie rock,seen live,alternative,british,rock,alternative rock,britpop,post-punk,indie pop"
Many Rooms,99 Proofs,99 Proofs,"11 Jun 2019, 23:49","singer-songwriter,indie,emo,female vocalists,calm ambient sad girl shit"
Mom Jeans.,Puppy Love,PICKLE BART,"11 Jun 2019, 23:45","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Retirement Party,Somewhat Literate,Shoulder It,"11 Jun 2019, 23:42","indie,punk,emo,indie rock,pop punk,Pop-punk,emo pop"
Bleachers,Gone Now,Dream of Mickey Mantle,"11 Jun 2019, 23:39","indie pop,indie,seen live,folk,pop,power pop,american,indie rock,USA,Jack Antonoff"
Michael Jordan Touchdown Pass,Lion,Stop and Go,"11 Jun 2019, 23:35","folk punk,folk,plan-it-x,punk,indie,indie pop,Vermont,seen live,pop,rock"
Frankie Cosmos,Vessel,being alive,"11 Jun 2019, 23:31","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Peach Pit,Being so Normal,Alrighty Aphrodite,"11 Jun 2019, 23:25","math rock,seen live,indie,instrumental,indie rock,alternative rock,post-rock,under 2000 listeners,croatian,alternative"
Frankie Cosmos,Vessel,being alive,"11 Jun 2019, 23:22","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Peach Pit,Being so Normal,Alrighty Aphrodite,"11 Jun 2019, 23:18","math rock,seen live,indie,instrumental,indie rock,alternative rock,post-rock,under 2000 listeners,croatian,alternative"
Heart Bones,This Time It's Different,This Time It's Different,"11 Jun 2019, 23:15",
Less Than Jake,Borders & Boundaries (Reissue),Gainesville Rock City,"11 Jun 2019, 05:45","ska,seen live,ska punk,punk,punk rock,rock,ska-punk,pop punk,alternative,american"
Grandview,Everything Between Paint and a Wall,To the Sun,"11 Jun 2019, 05:39","emo,indie,punk,punk rock,post-hardcore,alternative,experimental,indie rock,pop punk,shoegazer"
Dismemberment Plan,The Dismemberment Plan is Terrified,The Ice of Boston,"11 Jun 2019, 05:34","indie rock,indie,post-punk,alternative,seen live,rock,post-hardcore,indie pop,math rock,alternative rock"
Japandroids,Celebration Rock,Younger Us,"11 Jun 2019, 05:30","noise rock,seen live,Garage Rock,indie,indie rock,Canadian,shoegaze,alternative rock,rock,alternative"
Pat The Bunny,"Probably Nothing, Possibly Everything",A glorious shipwreck,"11 Jun 2019, 05:26","punk,folk,punk rock,folk punk,singer-songwriter,Alternative Folk,5432fun,pat the bunny"
Say Anything,I Don't Think It Is,Attaboy,"11 Jun 2019, 05:19","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
TTNG,Animals,Badger,"11 Jun 2019, 05:13","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
TTNG,Animals,Rabbit,"11 Jun 2019, 05:08","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
TTNG,Animals,Gibbon,"11 Jun 2019, 05:04","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
TTNG,Animals,Panda,"11 Jun 2019, 05:00","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
TTNG,Animals,Baboon,"11 Jun 2019, 04:57","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
TTNG,Animals,Pig,"11 Jun 2019, 04:53","seen live,math rock,indie,emo,indie rock,Progressive rock,post-rock,math pop,rock,british"
The Kraken Quartet,Separate | Migrate,The Gates,"11 Jun 2019, 04:48","jazz,rock,math rock,experimental,drums,avantgarde,rhythmic,free improvisation,gammarec,freepurp1e"
The Kraken Quartet,Separate | Migrate,Interlude One,"11 Jun 2019, 04:46","jazz,rock,math rock,experimental,drums,avantgarde,rhythmic,free improvisation,gammarec,freepurp1e"
The Kraken Quartet,Separate | Migrate,Chance the Dog (The Song),"11 Jun 2019, 04:41","jazz,rock,math rock,experimental,drums,avantgarde,rhythmic,free improvisation,gammarec,freepurp1e"
Snail Mail,Lush,Anytime,"11 Jun 2019, 04:09","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Deep Sea,"11 Jun 2019, 04:05","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Full Control,"11 Jun 2019, 04:02","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Golden Dream,"11 Jun 2019, 03:58","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Let's Find An Out,"11 Jun 2019, 03:56","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Stick,"11 Jun 2019, 03:51","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Heat Wave,"11 Jun 2019, 03:46","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Speaking Terms,"11 Jun 2019, 03:42","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Pristine,"11 Jun 2019, 03:37","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Intro,"11 Jun 2019, 03:36","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Full Control,"11 Jun 2019, 03:34","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Golden Dream,"11 Jun 2019, 03:30","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Let's Find An Out,"11 Jun 2019, 03:28","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Stick,"11 Jun 2019, 03:23","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Heat Wave,"11 Jun 2019, 03:18","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Speaking Terms,"11 Jun 2019, 03:14","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Pristine,"11 Jun 2019, 03:09","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Lush,Intro,"11 Jun 2019, 03:08","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Stick,"10 Jun 2019, 04:22","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Slug,"10 Jun 2019, 04:18","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Dirt,"10 Jun 2019, 04:13","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Static Buzz,"10 Jun 2019, 04:07","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Habit,"10 Jun 2019, 04:03","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Thinning,"10 Jun 2019, 04:00","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Habit,"10 Jun 2019, 03:54","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Snail Mail,Habit,Thinning,"10 Jun 2019, 03:50","indie,seen live,Lo-Fi,indie rock,folk,pop,indie pop,female vocalists,singer-songwriter,USA"
Jerry Lee Lewis,Jerry Lee's Greatest,Great Balls of Fire,"09 Jun 2019, 19:49","rockabilly,Rock and Roll,rock n roll,oldies,classic rock,50s,rock,country,piano,american"
Queen,News of the World (2011 Remaster),We Will Rock You - Remastered,"09 Jun 2019, 19:47","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
Ike & Tina Turner,"Greatest Hits, Volume One",Shake,"09 Jun 2019, 19:44","soul,rhythm and blues,blues,funk,60s,rock,rnb,oldies,female vocalists,classic rock"
The Beach Boys,Surfin' USA (Remastered),Surfin' U.S.A. - Remastered,"09 Jun 2019, 19:41","classic rock,60s,pop,Surf,rock,surf rock,oldies,psychedelic,american,seen live"
Wham!,Make It Big,Wake Me up Before You Go-Go,"09 Jun 2019, 19:38","80s,pop,british,new wave,dance,male vocalists,Wham,oldies,rock,gay"
