artist,album,song,listen_date,genre
Lorde,Pure Heroine (Extended),Ribs,"24 Dec 2017, 00:25","pop,indie pop,electronic,indie,New Zealand,female vocalists,seen live,alternative,art pop,electropop"
Lana Del Rey,Born to Die - The Paradise Edition,Bel Air,"23 Dec 2017, 20:56","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Yayo,"23 Dec 2017, 20:51","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Gods & Monsters,"23 Dec 2017, 20:47","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Blue Velvet,"23 Dec 2017, 20:44","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Body Electric,"23 Dec 2017, 20:40","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Cola,"23 Dec 2017, 20:36","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,American,"23 Dec 2017, 20:32","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Ride,"23 Dec 2017, 20:27","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Lucky Ones,"23 Dec 2017, 20:23","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Lolita,"23 Dec 2017, 20:19","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Without You,"23 Dec 2017, 20:15","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,This Is What Makes Us Girls,"23 Dec 2017, 20:12","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Summertime Sadness,"23 Dec 2017, 20:07","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Million Dollar Man,"23 Dec 2017, 20:03","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Carmen,"23 Dec 2017, 19:59","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Radio,"23 Dec 2017, 19:56","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Dark Paradise,"23 Dec 2017, 19:51","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,National Anthem,"23 Dec 2017, 19:48","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Diet Mountain Dew,"23 Dec 2017, 19:44","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Video Games,"23 Dec 2017, 19:39","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Blue Jeans,"23 Dec 2017, 19:36","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Off to the Races,"23 Dec 2017, 19:31","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Born to Die - The Paradise Edition,Born to Die,"23 Dec 2017, 19:26","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,God Bless America - And All The Beautiful Women In It,"23 Dec 2017, 19:21","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,Coachella - Woodstock in My Mind,"23 Dec 2017, 19:17","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,In My Feelings,"23 Dec 2017, 19:13","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,Groupie Love (feat. A$AP Rocky),"23 Dec 2017, 19:09","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,Summer Bummer (feat. A$AP Rocky & Playboi Carti),"23 Dec 2017, 19:04","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,White Mustang,"23 Dec 2017, 19:01","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,Cherry,"23 Dec 2017, 18:58","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,13 Beaches,"23 Dec 2017, 18:54","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,Lust for Life (with The Weeknd),"23 Dec 2017, 18:49","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Lana Del Rey,Lust for Life,Love,"23 Dec 2017, 18:45","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Transit,Joyride,Follow Me,"23 Dec 2017, 04:18","pop punk,post-rock,indie,seen live,belgian,instrumental,punk,emo,rock,melodic hardcore"
Julien Baker,Turn Out the Lights,Appointments,"23 Dec 2017, 04:13","singer-songwriter,indie,seen live,folk,acoustic,indie folk,female vocalists,alternative rock,emo,slowcore"
Julien Baker,Julien Baker on Audiotree Live,Rejoice - Audiotree Live Version,"23 Dec 2017, 04:10","singer-songwriter,indie,seen live,folk,acoustic,indie folk,female vocalists,alternative rock,emo,slowcore"
Cage the Elephant,Melophobia,Take It or Leave It,"23 Dec 2017, 04:06","indie rock,alternative,rock,indie,punk rock,seen live,alternative rock,Garage Rock,american,punk"
Flake Music,"When You Land Here, It's Time to Return (2014 Remix/Remaster)",Spanway Hits,"22 Dec 2017, 14:04","indie rock,indie,indie pop,Lo-Fi,american,the shins,new mexico,pop,rock,alternative"
Josh Weathers Band,I Will Always Love You,I Will Always Love You - Single Edit,"22 Dec 2017, 13:57",
Fidlar,Awkward,Awkward,"22 Dec 2017, 13:54","Garage Rock,Lo-Fi,punk,seen live,skate punk,Surf,Garage Punk,punk rock,surf rock,rock"
Chris Farren,Where U Are,Where U Are,"22 Dec 2017, 13:51","AOR,seen live,indie rock,power pop,singer-songwriter,melodic rock,yes baby,Dear Friend and Punk Celebrity,indie,pop"
Modern Baseball,Sports,I Think You Were in My Profile Picture Once,"22 Dec 2017, 13:50","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Ke$ha,This Is Me (From The Greatest Showman),This Is Me (From The Greatest Showman),"22 Dec 2017, 13:47","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Zox,Take Me Home,Rain on Me,"22 Dec 2017, 02:04","seen live,ska,alternative,reggae,indie,poppy ska-ey reggae-ey music with a violin,rock,indie rock,alternative rock,Awesome"
Taylor Swift,Reputation,Getaway Car,"22 Dec 2017, 02:00","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
Maroon 5,1.22.03 Acoustic,This Love (Acoustic),"22 Dec 2017, 01:56","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
The Wombats,"Proudly Present... A Guide To Love, Loss & Desperation (Special Edition)",Kill The Director,"22 Dec 2017, 01:53","indie,seen live,british,indie rock,britpop,rock,alternative,liverpool,indie pop,alternative rock"
Active Bird Community,I've Been Going Swimming,Pick Me Apart,"22 Dec 2017, 01:50","rock,alternative rock,indie rock,bird,american,active bird community rock new wave indie new york hastings on hudson autowave"
Hilary Duff,Metamorphosis,Come Clean,"22 Dec 2017, 01:46","pop,female vocalists,dance,hilary duff,rock,pop rock,american,teen pop,Disney,female vocalist"
Purity Ring,Begin Again,Begin Again,"22 Dec 2017, 01:38","electronic,experimental,chillwave,indie pop,indie,seen live,synthpop,witch house,Canadian,dream pop"
Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth,"22 Dec 2017, 01:32","indie,indie rock,seen live,alternative,indie pop,rock,alternative rock,american,pop,new york"
Wilco,Alpha Mike Foxtrot: Rare Tracks 1994 - 2014,Bob Dylan's 49th Beard,"22 Dec 2017, 01:30","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Frank Ocean,channel ORANGE,Lost,"22 Dec 2017, 01:26","rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american"
The Front Bottoms,Cough It Out / West Virginia,West Virginia,"22 Dec 2017, 01:22","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Wilco,Being There,"Far, Far Away","22 Dec 2017, 01:19","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
The Wonder Years,Sleeping on Trash: A Collection of Songs Recorded 2005-2010,Christmas at 22,"21 Dec 2017, 22:48","pop punk,melodic hardcore,seen live,punk,beardcore,melodic punk,Easycore,punk rock,hardcore,Pop-punk"
Kings of Leon,Only by the Night,Use Somebody,"21 Dec 2017, 22:07","rock,indie,indie rock,alternative,seen live,Southern Rock,alternative rock,american,Garage Rock,kings of leon"
Muse,Absolution (New 09 Version),Sing for Absolution,"21 Dec 2017, 22:02","alternative rock,rock,alternative,Progressive rock,seen live,indie,british,indie rock,britpop,Muse"
Bombay Bicycle Club,"So Long, See You Tomorrow",Luna,"21 Dec 2017, 16:57","indie,british,indie rock,seen live,alternative,indie pop,rock,britpop,folk,alternative rock"
Bombay Bicycle Club,Evening/Morning,You Already Know,"21 Dec 2017, 16:48","indie,british,indie rock,seen live,alternative,indie pop,rock,britpop,folk,alternative rock"
Bombay Bicycle Club,I Had the Blues But I Shook Them Loose,Always Like This,"21 Dec 2017, 16:44","indie,british,indie rock,seen live,alternative,indie pop,rock,britpop,folk,alternative rock"
Prince,Prince,I Wanna Be Your Lover,"21 Dec 2017, 16:39","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Prince,Parade - Music From The Motion Picture Under The Cherry Moon,Kiss,"21 Dec 2017, 16:32","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Prince,1999,Little Red Corvette,"21 Dec 2017, 16:20","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Prince,Around The World In A Day,Raspberry Beret,"21 Dec 2017, 16:16","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Prince,Purple Rain,When Doves Cry,"21 Dec 2017, 14:45","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Prince,Purple Rain,Purple Rain,"21 Dec 2017, 14:36","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Bo Burnham,Bo Burnham,I'm Bo Yo,"20 Dec 2017, 23:00","comedy,acoustic,piano,youtube,Comedy Rock,rap,seen live,singer-songwriter,Hip-Hop,Awesome"
Jack Campbell,Jack Campbell,Scared Of Heights,"20 Dec 2017, 21:46","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,Drive,"20 Dec 2017, 21:43","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,A Perfect World,"20 Dec 2017, 21:40","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Werner Thomas,"""I Do"": The Wedding Album",Kosher Chicken Dance,"20 Dec 2017, 21:36",
Johann Pachelbel,"""I Do"": The Wedding Album","Canon in D, Mostly","20 Dec 2017, 21:31","Classical,baroque,instrumental,composers,classic,german,composer,classical music,Johann Pachelbel,organ"
Jack Campbell,Jack Campbell,I've Seen Enough,"20 Dec 2017, 21:26","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,Arm and a Leg,"20 Dec 2017, 21:22","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,Drive,"20 Dec 2017, 21:20","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,Want,"20 Dec 2017, 21:17","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,Black and White,"20 Dec 2017, 21:13","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,A Perfect World,"20 Dec 2017, 21:09","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Jack Campbell,Scared Of Heights,"20 Dec 2017, 21:06","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Jack Campbell,Absentee,Absentee,"20 Dec 2017, 21:04","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
My Brothers And I,Don't Dream Alone,Granted,"20 Dec 2017, 20:59",
My Brothers And I,Don't Dream Alone,Dream,"20 Dec 2017, 20:55",
My Brothers And I,Don't Dream Alone,Mistakes,"20 Dec 2017, 20:51",
My Brothers And I,Don't Dream Alone,In The Stars,"20 Dec 2017, 20:47",
My Brothers And I,Don't Dream Alone - Remix EP,Na Na Na,"20 Dec 2017, 20:44",
My Brothers And I,Don't Dream Alone,Scars,"20 Dec 2017, 20:41",
My Brothers And I,Don't Dream Alone,Granted,"20 Dec 2017, 20:37",
My Brothers And I,Don't Dream Alone,Maddy Brown,"20 Dec 2017, 20:34",
My Brothers And I,When You're Ready,When You're Ready,"20 Dec 2017, 20:30",
My Brothers And I,Don't Dream Alone,Nowhere to Run,"20 Dec 2017, 20:26",
My Brothers And I,Don't Dream Alone,Fly Away,"20 Dec 2017, 20:23",
Owen,L'Ami du Peuple,I Got High,"20 Dec 2017, 16:42","indie,acoustic,singer-songwriter,emo,seen live,indie rock,kinsella,folk,Mike Kinsella,indie pop"
Ludo,Prepare The Preparations,Anything For You,"20 Dec 2017, 16:38","rock,pop punk,seen live,alternative,indie rock,emo,alternative rock,indie,Pop-punk,powerpop"
The Academy Is...,Almost Here,Slow Down,"20 Dec 2017, 16:34","emo,indie,alternative,seen live,rock,pop punk,indie rock,punk,alternative rock,The Academy is"
Old 97's,Satellite Rides,Question,"20 Dec 2017, 16:29","Alt-country,seen live,rock,indie,americana,texas,country,alt country,indie rock,alternative"
My Brothers And I,Don't Dream Alone,Maddy Brown,"20 Dec 2017, 16:10",
Jack Campbell,Absentee,Absentee,"20 Dec 2017, 16:07","alternative,indie rock,Scottish,chicago,mn,jazz pop,British Isles"
Bomb the Music Industry!,Vacation,Campaign for a Better Next Weekend,"20 Dec 2017, 16:02","ska,punk,ska punk,seen live,punk rock,skacore,hardcore,indie,ska-punk,hardcore punk"
Dan Andriano in the Emergency Room,Hurricane Season,From This Oil Can,"20 Dec 2017, 15:58","acoustic,singer-songwriter,seen live,indie rock,alkaline trio,rock,american,indie,punk,folk"
You Blew It!,Abendrot,Greenwood,"20 Dec 2017, 15:55","emo,indie rock,math rock,indie,Twinkle daddies,seen live,midwest emo,florida,Twinkle Emo,alternative rock"
Andrew Bird,Armchair Apocryph,Heretics,"20 Dec 2017, 15:51","indie,singer-songwriter,folk,seen live,indie pop,alternative,indie rock,indie folk,violin,american"
Morning Parade,Pure Adulterated Joy,Alienation,"20 Dec 2017, 15:47","indie rock,indie,alternative,seen live,electronic,indie pop,british,rock,alternative rock,Indietronic"
Coffee Project,Moved On,This Is Me Getting Over You In Two Chords Or Less,"20 Dec 2017, 15:45","acoustic,folk punk,punk,gainesville,acoustic punk-rock,seen live,rock,folk,punk rock,Alternative Folk"
Twenty One Pilots,Vessel,House of Gold,"20 Dec 2017, 15:42","electronic,indie,alternative,indie pop,rap,seen live,Hip-Hop,alternative rock,pop,american"
Tegan and Sara,The Con (Standard Version),Call It Off,"20 Dec 2017, 15:39","indie,female vocalists,Canadian,indie pop,alternative,seen live,indie rock,rock,pop,singer-songwriter"
The Early November,"The Mother, The Mechanic, And The Path",Hair,"20 Dec 2017, 15:35","emo,indie,seen live,rock,alternative,indie rock,punk,alternative rock,acoustic,The Early November"
Phox,PHOX,Kingfisher,"20 Dec 2017, 15:31","seen live,folk,indie folk,indie,ambient,indie pop,downtempo,pop,female vocalists,USA"
Stickup Kid,Future Fire,Lost,"20 Dec 2017, 15:17","pop punk,melodic hardcore,punk rock,Pop-punk,punk,melodic punk,rock,California,san jose,All"
The Features,Some Kind of Salvation,Lions,"20 Dec 2017, 15:13","seen live,indie rock,indie,alternative,rock,american,alternative rock,punk,Nashville,indie pop"
